PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Date
145.0,231.0,24.0,68.0,2200.0,62.0,16.8,1001.065,8.5,0.0,ENE,1.4,Changping,2014-03-28 20:00:00
159.59999999999997,204.0,31.0,72.0,2309.9999999999995,42.0,16.5,1001.065,5.225,0.0,N,1.0,Changping,2014-03-28 21:00:00
159.0,168.0,31.0,70.0,2509.9999999999995,33.0,16.5,1001.585,5.115,0.0,N,1.2,Changping,2014-03-28 22:00:00
65.8,41.60000000000001,20.0,26.0,900.0,58.0,15.0,1002.175,2.6000000000000005,0.0,E,0.6,Changping,2014-03-28 23:00:00
64.0,18.000000000000004,8.0,16.0,545.0,66.0,16.1,1002.62,0.6900000000000001,0.0,NE,2.8649999999999993,Changping,2014-03-29 00:00:00
35.400000000000006,22.0,7.45,14.9,390.0,65.0,14.6,1002.6,0.8,0.0,ENE,1.0,Changping,2014-03-29 01:00:00
14.0,21.0,6.45,12.350000000000001,300.0,71.0,14.1,1002.8,1.4,0.0,NW,1.7,Changping,2014-03-29 02:00:00
12.0,35.0,5.45,8.25,300.0,69.0,13.1,1002.91,1.4,0.0,NNW,1.5,Changping,2014-03-29 03:00:00
19.0,39.0,6.0,24.0,300.0,48.0,13.2,1003.0550000000001,1.2,0.0,NNW,2.2,Changping,2014-03-29 04:00:00
16.0,57.0,7.0,29.0,300.0,41.0,13.1,1003.32,1.4,0.0,N,2.5,Changping,2014-03-29 05:00:00
19.0,55.0,4.45,13.0,300.0,58.0,13.3,1003.9399999999999,1.3,0.0,NNE,1.7,Changping,2014-03-29 06:00:00
21.0,67.0,5.0,14.0,300.0,59.0,15.1,1004.905,1.6,0.0,NNW,1.6,Changping,2014-03-29 07:00:00
21.0,68.0,6.0,18.0,300.0,56.0,16.5,1005.73,1.4,0.0,NW,2.6,Changping,2014-03-29 08:00:00
20.0,58.0,5.0,15.0,300.0,67.0,17.9,1006.165,1.4,0.0,NW,1.4,Changping,2014-03-29 09:00:00
21.0,53.0,4.0,10.0,300.0,82.0,19.5,1005.7,1.4,0.0,NW,1.7,Changping,2014-03-29 10:00:00
17.0,50.0,3.45,9.0,300.0,90.0,20.4,1004.8,0.8,0.0,NNW,2.9,Changping,2014-03-29 11:00:00
18.0,48.0,3.0,9.0,300.0,94.0,21.3,1003.9,1.0,0.0,WSW,2.7,Changping,2014-03-29 12:00:00
21.0,49.0,2.45,10.0,300.0,98.0,22.2,1003.2,0.7,0.0,WNW,3.1099999999999994,Changping,2014-03-29 13:00:00
24.0,50.0,2.0,10.0,300.0,102.0,22.7,1002.4,0.6,0.0,NE,2.8,Changping,2014-03-29 14:00:00
28.0,76.0,8.0,15.0,400.0,101.0,23.009999999999998,1001.7,0.545,0.0,W,2.2,Changping,2014-03-29 15:00:00
28.0,75.0,8.0,12.0,400.0,109.0,22.9,1001.6,0.445,0.0,NW,2.3,Changping,2014-03-29 16:00:00
27.0,45.0,12.0,15.0,400.0,111.0,22.0,1002.0,-0.5349999999999997,0.0,W,1.6,Changping,2014-03-29 17:00:00
10.350000000000001,11.0,13.0,24.0,400.0,100.0,20.4,1002.7,-1.74,0.0,WSW,1.1,Changping,2014-03-29 18:00:00
24.0,34.0,10.0,51.0,500.0,64.0,18.6,1003.5,-0.8,0.0,NE,0.89,Changping,2014-03-29 19:00:00
31.0,82.0,9.0,71.1,600.0,36.6,17.1,1004.4,0.3,0.0,NNE,0.745,Changping,2014-03-29 20:00:00
38.0,127.0,8.0,61.0,600.0,41.0,15.4,1005.0,0.0,0.0,ENE,0.8,Changping,2014-03-29 21:00:00
32.0,44.0,12.0,45.0,600.0,50.0,16.5,1005.0,-1.2,0.0,WNW,0.645,Changping,2014-03-29 22:00:00
24.0,36.0,9.0,22.0,400.0,70.0,14.2,1005.4,-1.1,0.0,N,1.6,Changping,2014-03-29 23:00:00
20.0,30.0,7.0,44.0,500.0,41.0,13.1,1005.9,-0.5,0.0,NW,1.1,Changping,2014-03-30 00:00:00
19.0,27.0,6.0,42.0,500.0,42.0,12.935,1005.8,-0.4,0.0,SSW,0.6,Changping,2014-03-30 01:00:00
27.0,45.0,6.0,68.0,600.0,33.0,12.030000000000001,1005.7,-0.3,0.0,WNW,1.1,Changping,2014-03-30 02:00:00
18.0,6.800000000000001,3.0,24.0,300.0,67.0,12.8,1005.9,-2.43,0.0,WNW,0.8,Changping,2014-03-30 03:00:00
12.0,18.0,5.0,21.0,300.0,58.0,13.5,1006.0,-2.92,0.0,N,3.2,Changping,2014-03-30 04:00:00
14.0,23.0,8.0,21.0,300.0,60.0,13.4,1006.355,-3.21,0.0,NNW,0.9,Changping,2014-03-30 05:00:00
20.0,57.0,12.549999999999997,25.0,400.0,49.0,13.6,1006.455,-2.8,0.0,NW,1.2,Changping,2014-03-30 06:00:00
19.0,31.0,14.099999999999994,46.0,600.0,31.35,16.6,1006.885,-3.0,0.0,N,2.3,Changping,2014-03-30 07:00:00
25.0,48.0,19.399999999999977,36.0,600.0,40.0,19.6,1007.365,-3.3,0.0,N,2.8,Changping,2014-03-30 08:00:00
26.0,51.0,30.69999999999996,29.0,600.0,52.0,22.1,1007.5,-3.355,0.0,NNW,2.0,Changping,2014-03-30 09:00:00
24.0,38.0,23.0,22.0,400.0,65.0,23.064999999999998,1007.1,-3.73,0.0,W,1.2,Changping,2014-03-30 10:00:00
20.0,52.0,17.0,27.0,400.0,67.0,23.255,1006.6,-1.8,0.0,ESE,2.2,Changping,2014-03-30 11:00:00
19.0,85.84999999999998,17.0,31.0,400.0,70.0,23.685,1005.7,-3.6,0.0,SSE,2.5,Changping,2014-03-30 12:00:00
28.0,51.0,11.0,22.0,400.0,88.0,24.439999999999998,1004.6,-4.495,0.0,SSE,3.0,Changping,2014-03-30 13:00:00
10.350000000000001,23.0,8.0,17.0,300.0,97.0,25.13,1003.5,-4.955,0.0,SSE,2.4,Changping,2014-03-30 14:00:00
17.0,35.0,6.0,16.0,300.0,103.0,25.674999999999997,1003.4,-5.33,0.0,SSW,2.6,Changping,2014-03-30 15:00:00
24.0,39.0,5.0,17.0,300.0,105.0,25.0,1003.9,-5.655,0.0,S,2.9,Changping,2014-03-30 16:00:00
19.0,50.0,5.0,17.0,300.0,106.0,23.8,1004.8,-6.03,0.0,S,2.4,Changping,2014-03-30 17:00:00
20.0,50.0,3.0,24.0,300.0,102.0,22.8,1005.3,-6.1,0.0,SE,2.4,Changping,2014-03-30 18:00:00
22.0,55.0,3.0,40.0,300.0,83.0,21.9,1006.1,-5.9,0.0,SSE,1.8,Changping,2014-03-30 19:00:00
27.0,81.0,4.0,53.0,400.0,61.0,20.4,1006.6,-4.0,0.0,E,1.5,Changping,2014-03-30 20:00:00
35.29999999999998,101.64999999999993,5.0,68.55,500.0,40.0,18.5,1006.7,-3.6,0.0,N,0.9,Changping,2014-03-30 21:00:00
39.099999999999994,120.24999999999996,6.0,72.84999999999998,654.9999999999998,22.300000000000004,17.1,1006.8,-3.7,0.0,NW,0.7,Changping,2014-03-30 22:00:00
42.19999999999999,100.0,7.0,80.94999999999997,700.0,12.150000000000002,16.6,1006.7,-3.5,0.0,ENE,0.49000000000000005,Changping,2014-03-30 23:00:00
33.0,74.0,6.0,45.0,600.0,34.0,15.5,1006.5,-2.5,0.0,WNW,2.3,Changping,2014-03-31 00:00:00
36.0,79.0,5.0,44.0,500.0,35.0,15.4,1006.3,-2.6,0.0,ENE,1.0,Changping,2014-03-31 01:00:00
42.0,92.0,7.0,60.0,600.0,23.0,15.8,1006.2,-1.8,0.0,E,1.1,Changping,2014-03-31 02:00:00
42.0,121.89999999999995,9.0,64.0,600.0,18.0,16.0,1006.3,-0.3450000000000003,0.0,ENE,1.4,Changping,2014-03-31 03:00:00
44.55,131.64999999999998,20.0,79.0,700.0,15.0,16.1,1006.6,0.5799999999999954,0.0,ESE,1.3,Changping,2014-03-31 04:00:00
66.99999999999989,174.79999999999978,33.0,66.0,919.9999999999989,30.0,14.6,1007.1,0.1,0.0,W,0.6,Changping,2014-03-31 05:00:00
98.74999999999993,166.0,34.0,74.0,1429.9999999999982,22.0,14.5,1007.4,1.3549999999999998,0.0,SW,0.5,Changping,2014-03-31 06:00:00
105.0,160.0,37.0,79.0,1700.0,22.0,15.7,1007.5550000000001,2.004999999999997,0.0,ESE,1.9,Changping,2014-03-31 07:00:00
105.0,175.0,38.64999999999999,80.0,1700.0,17.0,16.0,1007.6550000000001,2.5,0.0,ESE,0.6,Changping,2014-03-31 08:00:00
115.49999999999997,218.34999999999997,46.04999999999997,85.0,1754.9999999999998,24.0,16.8,1008.03,3.2149999999999963,0.0,SW,1.0,Changping,2014-03-31 09:00:00
128.79999999999995,236.99999999999994,54.84999999999998,82.0,2239.9999999999977,36.0,18.0,1007.6,3.8,0.0,SE,1.8,Changping,2014-03-31 10:00:00
153.5999999999999,231.0,61.84999999999998,87.74999999999999,2654.9999999999995,32.0,18.4,1006.9,3.964999999999999,0.0,ENE,2.1,Changping,2014-03-31 11:00:00
169.64999999999998,254.24999999999994,61.0,79.0,2500.0,53.0,19.1,1006.6,5.0899999999999945,0.0,SE,1.4,Changping,2014-03-31 12:00:00
174.84999999999997,261.55,67.19999999999999,80.0,2809.9999999999995,68.0,20.7,1005.8,5.1,0.0,ESE,0.9,Changping,2014-03-31 13:00:00
192.8499999999999,237.0,62.0,76.0,2600.0,79.0,20.9,1005.2,3.6,0.0,WNW,2.9549999999999996,Changping,2014-03-31 14:00:00
157.0,113.0,37.0,53.0,1600.0,94.0,20.4,1004.7,3.6,0.0,NW,3.3299999999999983,Changping,2014-03-31 15:00:00
32.0,28.400000000000002,10.0,20.0,400.0,101.0,19.6,1004.5,4.1,0.0,WNW,2.9,Changping,2014-03-31 16:00:00
12.05,20.25,8.0,20.0,400.0,100.0,19.6,1004.5,4.5,0.0,NW,0.9,Changping,2014-03-31 17:00:00
5.250000000000001,31.0,8.0,32.0,500.0,94.0,18.5,1004.2,4.6,0.0,WSW,0.7,Changping,2014-03-31 18:00:00
30.0,34.0,9.0,32.0,500.0,87.0,17.2,1005.1,4.2,0.0,N,1.8,Changping,2014-03-31 19:00:00
34.0,44.0,10.0,51.0,700.0,55.0,15.5,1005.9,4.2,0.0,ESE,1.0,Changping,2014-03-31 20:00:00
32.0,35.0,9.0,41.0,500.0,58.0,15.4,1006.2,5.9,0.0,E,2.5,Changping,2014-03-31 21:00:00
45.0,98.0,9.0,42.0,700.0,54.0,14.545,1006.6,6.724999999999996,0.0,E,2.4,Changping,2014-03-31 22:00:00
163.0,272.99999999999994,8.0,55.0,1500.0,48.0,14.28,1006.6,5.2,0.0,NNW,1.4,Changping,2014-03-31 23:00:00
154.0,133.0,9.0,36.0,1300.0,65.0,13.22,1006.4,4.9,0.0,NW,0.9,Changping,2014-04-01 00:00:00
99.0,10.850000000000001,9.0,30.0,900.0,49.0,11.455,1006.1,5.0,0.0,NNE,0.8,Changping,2014-04-01 01:00:00
60.0,24.0,7.0,27.0,700.0,42.0,10.379999999999999,1005.9,4.4,0.0,NNW,0.7,Changping,2014-04-01 02:00:00
40.0,50.0,5.45,24.0,800.0,43.0,9.87,1005.5,4.4,0.0,NNW,0.5,Changping,2014-04-01 03:00:00
50.0,61.0,5.0,22.0,800.0,43.0,9.49,1005.5,4.3,0.0,NW,0.6,Changping,2014-04-01 04:00:00
60.0,70.0,4.45,21.0,800.0,41.0,8.905000000000001,1005.7,3.9,0.0,NW,1.0,Changping,2014-04-01 05:00:00
60.0,70.0,4.0,21.0,800.0,41.0,8.225,1005.8,4.9,0.0,N,1.3,Changping,2014-04-01 06:00:00
105.0,112.0,3.45,42.0,1100.0,19.0,12.8,1005.9,7.5649999999999995,0.0,ESE,1.1,Changping,2014-04-01 07:00:00
122.0,150.0,9.0,51.0,1300.0,15.9,14.1,1005.8,8.139999999999997,0.0,SW,1.4,Changping,2014-04-01 08:00:00
171.0,207.0,21.0,45.0,1400.0,41.0,16.3,1005.4,7.8,0.0,S,1.3,Changping,2014-04-01 09:00:00
158.0,187.0,32.0,52.0,1400.0,52.0,18.6,1004.7,7.4,0.0,SE,1.9,Changping,2014-04-01 10:00:00
184.0,158.0,34.0,53.0,1400.0,65.0,20.4,1004.335,6.3,0.0,ESE,2.2,Changping,2014-04-01 11:00:00
146.0,149.0,33.0,46.0,1200.0,96.0,20.81,1003.815,3.6,0.0,SE,1.9,Changping,2014-04-01 12:00:00
143.0,68.0,31.0,36.0,1000.0,100.55,21.779999999999994,1002.7850000000001,3.6,0.0,SSE,3.4,Changping,2014-04-01 13:00:00
96.0,10.0,20.0,31.0,800.0,109.79999999999995,23.049999999999997,1001.595,1.1800000000000008,0.0,SE,3.8749999999999982,Changping,2014-04-01 14:00:00
83.0,10.0,10.0,32.0,700.0,121.94999999999997,23.775,1000.495,-1.075,0.0,S,4.264999999999999,Changping,2014-04-01 15:00:00
52.0,76.0,7.0,31.0,600.0,128.2,23.0,999.67,-1.2,0.0,S,3.0,Changping,2014-04-01 16:00:00
44.0,63.0,6.0,23.0,500.0,136.59999999999997,22.1,999.4,1.7,0.0,SSE,1.2,Changping,2014-04-01 17:00:00
61.0,94.0,7.0,26.0,600.0,140.0,21.1,999.6,1.9,0.0,E,1.9,Changping,2014-04-01 18:00:00
71.0,112.0,9.0,39.0,700.0,125.0,19.5,1000.3,2.4,0.0,NE,0.545,Changping,2014-04-01 19:00:00
71.0,105.0,9.0,48.0,700.0,98.0,18.2,1000.4,2.5,0.0,NNW,1.4,Changping,2014-04-01 20:00:00
86.0,126.0,11.0,54.099999999999994,1000.0,44.0,16.3,1000.3,2.3,0.0,E,0.9,Changping,2014-04-01 21:00:00
86.0,130.0,10.0,73.1499999999999,1100.0,36.0,15.9,1000.7,1.9,0.0,ENE,0.5,Changping,2014-04-01 22:00:00
70.0,76.0,9.0,39.0,800.0,80.0,15.2,1001.0,2.4,0.0,ESE,0.6,Changping,2014-04-01 23:00:00
57.0,74.0,8.0,29.0,700.0,88.0,14.8,1001.2,2.3,0.0,NW,1.2,Changping,2014-04-02 00:00:00
60.0,70.0,8.0,23.0,700.0,93.0,13.4,1001.1,2.6,0.0,NNW,1.2,Changping,2014-04-02 01:00:00
61.0,79.0,10.0,39.0,600.0,72.0,12.5,1001.1,2.9,0.0,NW,0.6,Changping,2014-04-02 02:00:00
66.0,86.0,9.0,59.0,600.0,39.0,11.7,1001.1,2.4,0.0,NNW,2.0,Changping,2014-04-02 03:00:00
67.0,85.0,8.0,62.0,700.0,26.0,12.4,1001.3,2.8,0.0,N,1.0,Changping,2014-04-02 04:00:00
67.0,88.0,9.0,49.60715461623006,600.0,60.0,11.1,1002.1,2.9,0.0,NNW,1.7,Changping,2014-04-02 05:00:00
73.0,91.0,9.0,37.0,700.0,54.0,11.2,1003.4,3.0,0.0,N,0.5,Changping,2014-04-02 06:00:00
80.0,137.0,9.0,72.0,1000.0,15.700000000000001,14.3,1004.4,3.7,0.0,WNW,1.1,Changping,2014-04-02 07:00:00
86.0,147.0,21.0,84.0,1400.0,11.9,19.3,1005.1,-1.575,0.0,NNE,2.7,Changping,2014-04-02 08:00:00
118.0,191.39999999999998,30.0,89.1,1400.0,6.600000000000001,21.6,1005.4,-2.7899999999999996,0.0,ENE,3.7,Changping,2014-04-02 09:00:00
47.6,10.0,15.0,24.0,545.0,65.0,22.7,1005.4,-5.029999999999999,0.0,N,1.7,Changping,2014-04-02 10:00:00
42.35,34.0,6.0,21.9,500.0,91.0,23.0,1005.3,-1.9,0.0,ESE,3.4,Changping,2014-04-02 11:00:00
44.0,130.0,8.0,18.05,445.0,111.0,22.9,1005.2,-0.6,0.0,ESE,3.4,Changping,2014-04-02 12:00:00
51.0,104.0,10.0,14.0,500.0,137.0,23.9,1005.1,-1.9,0.0,ESE,3.6,Changping,2014-04-02 13:00:00
61.0,90.0,10.0,14.0,500.0,142.55,23.7,1005.1,-2.8,0.0,E,3.2,Changping,2014-04-02 14:00:00
48.0,72.0,8.0,13.45,500.0,141.0,22.9,1005.3,1.2,0.0,SE,3.8,Changping,2014-04-02 15:00:00
39.9,74.0,8.0,14.0,500.0,139.0,21.6,1005.4,0.7,0.0,SSE,3.0,Changping,2014-04-02 16:00:00
92.0,174.29999999999987,22.0,26.0,900.0,145.75,19.5,1005.84,3.6,0.0,ESE,2.1,Changping,2014-04-02 17:00:00
120.74999999999999,213.14999999999992,30.549999999999997,42.0,1509.9999999999995,130.0,18.1,1007.0250000000001,2.8,0.0,E,2.2,Changping,2014-04-02 18:00:00
120.74999999999999,246.6999999999999,29.0,46.0,1400.0,106.0,17.4,1008.5250000000001,2.9,0.0,ESE,2.0,Changping,2014-04-02 19:00:00
123.0,228.0,24.0,49.0,1200.0,87.0,16.9,1009.915,3.2,0.0,E,1.7,Changping,2014-04-02 20:00:00
124.64999999999999,249.0,22.0,63.0,1300.0,60.0,15.8,1011.27,2.6,0.0,E,1.4,Changping,2014-04-02 21:00:00
120.0,203.0,22.0,67.0,1200.0,45.0,15.4,1012.34,1.9,0.0,SE,0.7,Changping,2014-04-02 22:00:00
105.0,180.0,20.0,65.0,1100.0,37.0,14.5,1013.03,1.0,0.0,S,1.7,Changping,2014-04-02 23:00:00
99.0,184.0,17.0,81.0,1000.0,18.0,13.4,1013.5749999999999,0.1,0.0,SSW,0.9,Changping,2014-04-03 00:00:00
74.0,113.0,18.0,75.0,800.0,19.0,11.7,1014.0749999999999,1.0,0.0,N,0.8,Changping,2014-04-03 01:00:00
59.0,135.0,15.0,54.0,800.0,30.0,12.5,1014.5749999999999,-6.2,0.0,NNW,2.6,Changping,2014-04-03 02:00:00
51.0,18.050000000000004,7.45,25.0,600.0,54.0,11.5,1015.185,-7.574999999999999,0.0,N,2.0,Changping,2014-04-03 03:00:00
51.0,5.0,7.0,25.0,600.0,54.0,11.3,1015.775,-10.569999999999999,0.0,NNW,3.3,Changping,2014-04-03 04:00:00
32.95,5.0,6.45,11.350000000000001,345.0,74.0,11.2,1016.165,-12.979999999999999,0.0,NNW,2.6,Changping,2014-04-03 05:00:00
17.000000000000004,5.0,3.8000000000000007,9.45,245.0,75.0,11.145,1016.5749999999999,-12.5,0.0,W,1.6,Changping,2014-04-03 06:00:00
5.250000000000001,8.0,2.0,19.0,200.0,61.0,13.2,1016.7,-12.1,0.0,NW,3.755,Changping,2014-04-03 07:00:00
9.0,33.0,8.0,40.0,400.0,36.0,14.9,1016.3,-11.6,0.0,WNW,2.5,Changping,2014-04-03 08:00:00
9.0,36.0,12.0,24.0,400.0,53.0,16.7,1015.9,-13.755,0.0,NNW,3.9099999999999993,Changping,2014-04-03 09:00:00
12.0,61.0,9.0,16.0,300.0,72.0,16.6,1015.5,-13.91,0.0,NNW,4.439999999999998,Changping,2014-04-03 10:00:00
16.0,227.0,2.0,8.45,200.0,89.0,17.8,1014.8,-16.145,0.0,NW,4.6,Changping,2014-04-03 11:00:00
19.0,228.0,2.0,7.45,200.0,92.0,18.4,1014.0,-18.285,0.0,N,5.734999999999995,Changping,2014-04-03 12:00:00
5.0,41.0,2.0,7.0,200.0,97.0,19.2,1013.2,-20.47,0.0,N,6.555,Changping,2014-04-03 13:00:00
10.0,66.0,2.0,7.0,200.0,97.0,19.5,1012.9,-22.99,0.0,N,5.5,Changping,2014-04-03 14:00:00
12.0,37.0,2.0,7.0,200.0,97.0,19.6,1012.2,-23.91,0.0,NNW,4.5,Changping,2014-04-03 15:00:00
8.0,36.0,2.0,7.0,200.0,95.0,19.4,1011.8,-23.9,0.0,NNW,4.1,Changping,2014-04-03 16:00:00
10.0,41.0,2.0,8.0,200.0,93.0,18.7,1011.6,-21.8,0.0,N,2.9,Changping,2014-04-03 17:00:00
9.0,26.0,2.0,8.0,200.0,90.0,16.5,1012.0,-19.5,0.0,NNE,0.745,Changping,2014-04-03 18:00:00
3.0,31.0,2.0,15.0,200.0,79.0,15.1,1012.8,-17.6,0.0,E,1.0,Changping,2014-04-03 19:00:00
11.0,61.0,2.0,25.0,300.0,68.0,14.0,1013.3,-18.5,0.0,E,1.3,Changping,2014-04-03 20:00:00
32.0,73.0,4.0,53.0,400.0,30.0,12.7,1013.1,-18.2,0.0,NNE,0.7,Changping,2014-04-03 21:00:00
25.0,76.0,5.0,61.0,500.0,19.0,11.5,1012.7,-17.0,0.0,N,1.5,Changping,2014-04-03 22:00:00
19.0,85.0,5.0,57.0,500.0,21.0,11.8,1012.2,-13.3,0.0,ESE,2.4,Changping,2014-04-03 23:00:00
22.0,69.0,6.0,59.0,500.0,18.45,11.09,1011.7,-6.5,0.0,ESE,2.8,Changping,2014-04-04 00:00:00
41.0,238.44999999999993,12.0,62.0,700.0,17.45,10.67,1011.645,-5.5,0.0,E,2.4,Changping,2014-04-04 01:00:00
37.0,219.0,12.0,51.0,600.0,22.0,9.74,1011.16,-6.2,0.0,E,1.8,Changping,2014-04-04 02:00:00
34.0,145.0,11.0,50.0,600.0,22.0,8.76,1009.92,-6.6,0.0,E,1.7,Changping,2014-04-04 03:00:00
35.0,128.0,11.0,42.0,600.0,28.0,8.18,1008.6500000000001,-9.0,0.0,N,1.5,Changping,2014-04-04 04:00:00
30.0,118.0,10.0,42.0,600.0,26.0,6.515000000000001,1007.485,-9.4,0.0,NW,0.8,Changping,2014-04-04 05:00:00
31.0,55.0,9.0,46.0,600.0,15.9,5.245,1006.46,-8.7,0.0,NNW,1.5,Changping,2014-04-04 06:00:00
36.0,109.0,10.0,56.0,754.9999999999998,14.45,8.8,1005.88,-7.4,0.0,NNW,1.1,Changping,2014-04-04 07:00:00
41.0,151.0,12.0,55.0,754.9999999999998,11.25,10.8,1005.48,-6.6,0.0,SE,0.7,Changping,2014-04-04 08:00:00
46.49999999999997,216.0,12.549999999999997,61.55,800.0,5.150000000000001,15.2,1005.025,-5.980000000000001,0.0,SW,0.7,Changping,2014-04-04 09:00:00
50.34999999999995,200.0,15.749999999999986,65.84999999999998,964.9999999999991,10.0,19.555,1004.36,-8.2,0.0,S,2.8,Changping,2014-04-04 10:00:00
58.0,168.0,17.0,71.19999999999999,1100.0,23.0,19.93,1003.2850000000001,-12.2,0.0,W,5.6,Changping,2014-04-04 11:00:00
43.0,65.0,14.0,48.0,600.0,57.0,22.399999999999988,1001.875,-12.7,0.0,N,6.6,Changping,2014-04-04 12:00:00
43.0,65.0,5.0,14.0,300.0,91.0,25.024999999999995,1000.6500000000001,-12.7,0.0,N,5.0,Changping,2014-04-04 13:00:00
25.49379912435183,70.0,2.0,7.0,200.0,97.0,25.3,1000.145,-13.0,0.0,NW,5.2,Changping,2014-04-04 14:00:00
8.0,105.0,2.0,6.45,200.0,97.0,24.0,1001.0,-15.9,0.0,N,3.6,Changping,2014-04-04 15:00:00
12.0,96.0,2.0,6.0,200.0,98.64999999999999,22.3,1002.3,-15.2,0.0,N,5.2,Changping,2014-04-04 16:00:00
12.0,114.0,2.0,6.0,200.0,103.84999999999998,20.6,1004.0,-16.5,0.0,NNW,4.3,Changping,2014-04-04 17:00:00
13.0,134.0,2.0,8.0,200.0,96.0,18.8,1005.5,-16.2,0.0,NNW,5.3,Changping,2014-04-04 18:00:00
10.0,130.0,2.0,9.0,200.0,92.0,17.5,1007.6,-15.8,0.0,NNW,3.5,Changping,2014-04-04 19:00:00
11.0,93.0,2.0,7.0,200.0,96.0,16.3,1009.6,-14.3,0.0,NNW,3.7,Changping,2014-04-04 20:00:00
10.0,66.0,2.0,6.0,200.0,95.0,15.4,1010.6,-13.9,0.0,NNE,3.6,Changping,2014-04-04 21:00:00
10.0,48.0,3.0,9.0,200.0,90.0,14.3,1011.5,-13.8,0.0,NW,5.0,Changping,2014-04-04 22:00:00
6.9,42.0,3.0,8.0,200.0,90.0,13.6,1012.3,-13.5,0.0,NNW,3.4,Changping,2014-04-04 23:00:00
8.0,40.35,3.0,8.0,200.0,88.0,12.2,1013.1550000000001,-12.9,0.0,NNW,1.3,Changping,2014-04-05 00:00:00
6.9,40.35,2.0,7.0,200.0,84.0,10.4,1013.255,-12.3,0.0,NNW,1.1,Changping,2014-04-05 01:00:00
5.45,36.8,2.0,9.0,200.0,75.0,9.3,1013.53,-12.6,0.0,NNE,1.0,Changping,2014-04-05 02:00:00
8.0,33.9,3.0,12.0,200.0,72.0,9.2,1013.91,-13.3,0.0,N,1.5,Changping,2014-04-05 03:00:00
7.0,34.0,3.0,12.0,200.0,74.0,9.9,1014.165,-13.4,0.0,N,1.5,Changping,2014-04-05 04:00:00
7.0,44.0,2.0,12.0,200.0,77.0,8.9,1014.465,-13.5,0.0,NE,2.7,Changping,2014-04-05 05:00:00
9.0,45.0,2.0,7.0,200.0,80.0,9.7,1014.9300000000001,-12.9,0.0,NNE,2.3,Changping,2014-04-05 06:00:00
8.0,50.0,3.0,10.0,200.0,77.0,11.7,1015.53,-12.6,0.0,NNW,2.1,Changping,2014-04-05 07:00:00
8.0,52.0,2.0,10.0,300.0,81.0,12.5,1016.02,-12.7,0.0,NNW,3.9,Changping,2014-04-05 08:00:00
8.0,51.0,3.0,8.0,200.0,82.0,13.8,1016.1,-14.2,0.0,NNW,3.6,Changping,2014-04-05 09:00:00
9.0,43.0,4.0,8.0,200.0,86.0,15.2,1015.2,-15.1,0.0,NNW,3.2,Changping,2014-04-05 10:00:00
9.0,43.0,4.0,8.0,200.0,86.0,16.9,1014.0,-15.0,0.0,WNW,2.9,Changping,2014-04-05 11:00:00
6.0,30.8,2.0,6.0,200.0,96.0,18.2,1013.0,-14.0,0.0,WNW,4.0,Changping,2014-04-05 12:00:00
15.0,35.0,5.0,7.0,200.0,99.0,19.6,1011.7,-15.6,0.0,WNW,3.8,Changping,2014-04-05 13:00:00
16.0,44.0,9.0,9.0,300.0,100.0,20.5,1010.7,-15.0,0.0,WNW,3.4,Changping,2014-04-05 14:00:00
15.0,47.0,7.0,8.0,200.0,103.0,21.3,1009.5,-16.0,0.0,NW,5.0,Changping,2014-04-05 15:00:00
13.0,49.0,8.0,10.0,300.0,104.0,21.7,1009.0,-16.365,0.0,WNW,3.6,Changping,2014-04-05 16:00:00
12.0,44.0,8.0,10.0,300.0,104.0,21.1,1008.8,-17.05,0.0,NNE,1.0450000000000002,Changping,2014-04-05 17:00:00
13.0,42.0,8.549999999999997,13.099999999999994,300.0,96.0,17.6,1009.5,-12.435,0.0,E,2.8,Changping,2014-04-05 18:00:00
17.64999999999999,76.0,7.0,13.649999999999991,300.0,93.0,16.2,1010.4,-10.265000000000011,0.0,E,2.1,Changping,2014-04-05 19:00:00
17.64999999999999,76.0,7.0,19.949999999999974,300.0,93.0,14.8,1011.3,-7.610000000000005,0.0,ESE,1.2,Changping,2014-04-05 20:00:00
19.0,132.2,8.0,24.0,300.0,72.9,12.9,1011.6,-7.8,0.0,N,2.1,Changping,2014-04-05 21:00:00
33.84999999999992,143.89999999999995,8.0,34.99999999999994,409.99999999999943,68.7,11.1,1011.8,-11.7,0.0,NNW,1.6,Changping,2014-04-05 22:00:00
42.0,118.0,9.0,46.19999999999999,554.9999999999998,58.85,9.5,1011.8,-10.1,0.0,ENE,0.89,Changping,2014-04-05 23:00:00
34.0,94.0,8.0,49.64999999999999,600.0,50.25,9.035,1011.7,-8.0,0.0,N,0.8,Changping,2014-04-06 00:00:00
38.0,108.0,9.549999999999997,59.24999999999996,600.0,32.60000000000001,8.735,1011.3,-9.0,0.0,N,1.8,Changping,2014-04-06 01:00:00
44.0,103.0,9.0,70.39999999999998,654.9999999999998,12.300000000000002,8.6,1011.3,-12.0,0.0,SE,1.0,Changping,2014-04-06 02:00:00
36.0,93.0,9.0,71.0,700.0,6.0,8.545,1011.2,-13.5,0.0,N,1.4,Changping,2014-04-06 03:00:00
